P;;;;;;
Immatriculation;Code;Date MC;Code;Désignation;Cpt. actuel;Nom
ER-154-FP;VUE179RE17;13/10/2017;CEIVANN;CEI Vannes;504440,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3DCI 170 CV E6
ER-166-RG;VUE177RE17;30/10/2017;CEIPERR;CEI Le Perray;359710,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 170CV E6
ER-177- RG;VUB039RE17;30/10/2017;DOM;Biens remis aux Domaines;33179,00;RENAULT TRAFIC L1 H1 1.6 DCI 145 CV
ER-187-RG;VUB042RE17;30/11/2017;CEIRENN;CEI Rennes;362734,00;RENAULT TRAFIC L1 H1 1.6 DCI 145CV E6
ER-195-RG;VUB041RE17;30/10/2017;CEIBAIN;CEI Bain de Bretagne;332212,00;RENAULT TRAFIC L1 H1 1.6 DCI 145CV E6
ER-265-RG;VUB040RE17;30/10/2017;CEIPLES;CEI Pleslin Trigavou;320107,00;RENAULT TRAFIC L1 H1 1.6 DCI 145CV E6
EV-141-LT;VLC143RE18;05/03/2018;DIS56;District Vannes;51500,00;RENAULT CLIO ESS Tce 90 BLANCHE
EV-165-LT;VLC144RE18;05/03/2018;DIS35;District Rennes;39225,00;RENAULT CLIO ESS Tce 90 BLANCHE
EV-167-ZY;CAA022IV18;23/03/2018;CEISEGU;CEI La Séguinière;46613,00;IVECO DAILY 50C18 BENNE 3L DCI180CV E6
EV-194-LT;VLA080RE18;05/03/2018;CEIPERR;CEI Le Perray;196864,00;RENAULT KANGOO 5 places 1.5 DCI
EV-205-ZZ;VUE181RE18;23/03/2018;CEIGOUL;CEI Goulaine;243063,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170CV E6
EV-226-LT;VUE182RE18;05/03/2018;CEISAVE;CEI Savenay;245927,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170CV E6
EV-260-LT;VUB043RE18;05/03/2018;PARME;Pôle Admi Rés Maint Equip;86325,00;RENAULT TRAFIC L2H2 1.6 DCI 120CV
EV-449-WF;VUE186RE18;19/03/2018;CEIGUIN;CEI Guingamp;344629,00;RENAULT MASTER L2H3 3 PL 2.3 DCI 170 CV E6
EV-517-WF;VUB044RE18;19/03/2018;PARME;Pôle Admi Rés Maint Equip;127450,00;RENAULT TRAFIC L1H1 1.6 DCI 120 CV E6
EV-831-ZY;CAA021IV18;23/03/2018;CEIBAIN;CEI Bain de Bretagne;66949,00;IVECO DAILY 50C18 BENNE 3L 180 CV E6
EW-424-NC;VUE188RE18;12/04/2018;CEISAVE;CEI Savenay;352485,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170 CV E6
EW-558-KS;VUE180RE18;08/04/2018;CEIPLEU;CEI Pleumeleuc;252445,00;RENAULT MASTER L3 H3 3 PL 2.3 DCI 170CV E6
EW-904-PG;VUE187RE18;13/04/2018;DOM;Biens remis aux Domaines;170007,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
EZ-086-YY;VUE178RE18;28/08/2018;CEIBRES;CEI Brest;386380,00;RENAULT Master L3H3 2.3 DCI 170CV PATROUILLE
EZ-140-YZ;VUE185RE18;28/08/2018;CEILOCM;CEI Locminé;120199,00;RENAULT MASTER L3H2 7 PL 2.3 DCI 170 CV E6
EZ-264-YY;VLD014RE18;28/08/2018;SMT;Service Mobilité Trafic;65460,00;RENAULT MEGANE 1.2 ESS équipée SCOOP
EZ-347-YY;VLC147RE18;28/08/2018;SIROA;Serv. Ingén. Rout. & Ouvr. Art;111537,00;RENAULT CLIO 1.2 ESS BLANCHE
EZ-430-YY;VLC145RE18;28/08/2018;DIS53;District Laval;134070,00;RENAULT CLIO 1.2 ESS BLANCHE
EZ-541-YY;VLC146RE18;28/08/2018;SIROA;Serv. Ingén. Rout. & Ouvr. Art;182461,00;RENAULT CLIO 1.2 ESS BLANCHE
EZ-699-YY;VLC148RE18;28/08/2018;DIS29;District Brest;3662,00;RENAULT CLIO 1.2 ESS BLANCHE
FA-126-GM;VLA084RE18;11/09/2018;CEILOCM;CEI Locminé;177123,00;RENAULT KANGOO 1.5 DCI
FA-222-WX;VUA077RE18;04/10/2018;CEIROST;CEI Rostrenen;124600,00;RENAULT KANGOO II 1.5 DCI
FA-385-WX;VUA078RE18;04/10/2018;CEISTHE;CEI Saint Thégonnec;171426,00;RENAULT KANGOO II 1.5 DCI
FA-416-CY;VLA081RE18;03/09/2018;CEIMELG;CEI Melgven;163760,00;RENAULT KANGOO 1.5 DCI
FA-464-AV;VLD015RE18;30/08/2018;SIROA;Serv. Ingén. Rout. & Ouvr. Art;134272,00;RENAULT MEGANE 1.2 ESS équipée SCOOP
FA-477-WX;VLC150RE18;04/10/2018;CEISAVE;CEI Savenay;144761,00;RENAULT CLIO IV ESSENCE BLANCHE
FA-494-CY;VLA083RE18;03/09/2018;SIR;Serv. Ingén. Routière;121587,00;RENAULT KANGOO 1.5 DCI
FA-541-WX;VLC151RE18;04/10/2018;SIR;Serv. Ingén. Routière;61140,00;RENAULT CLIO IV ESSENCE BLANCHE
FA-545-CY;VUA076RE18;03/09/2018;CEIPLOE;CEI Ploërmel;155850,00;RENAULT KANGOO II 1.5 DCI
FA-610-CY;VLA082RE18;03/09/2018;CEILOCM;CEI Locminé;68270,00;RENAULT KANGOO 1.5 DCI
FA-611-WX;VLC153RE18;04/10/2018;SIROA;Serv. Ingén. Rout. & Ouvr. Art;110000,00;RENAULT CLIO IV ESSENCE
FA-679-WX;VLC152RE18;04/10/2018;DIS22;District Saint Brieuc;44719,00;RENAULT CLIO IV ESSENCE
FA-750-WX;VLA086RE18;04/10/2018;CEISEGU;CEI La Séguinière;86600,00;Fourgonnette 5 places (Kangoo...)
FA-782-PQ;VUB045RE18;25/09/2018;CEILORI;CEI Lorient;143503,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FA-806-WX;VLC149RE18;04/10/2018;DIS22;District Saint Brieuc;98487,00;CLIO IV ESSENCE BLANCHE
FA-990-GL;VLA085RE18;11/09/2018;CEILORI;CEI Lorient;101465,00;RENAULT KANGOO 1.5 DCI
FB-608-NY;VLC154RE18;05/11/2018;CEIBRES;CEI Brest;138546,00;RENAULT CLIO IV ESSENCE
FB-847-NW;VLC155RE18;05/11/2018;TR3DS49;Transfert 3DS CD49;71210,00;RENAULT CLIO IV ESSENCE
FC-713-FX;VUB046RE18;04/12/2018;CEISEGU;CEI La Séguinière;132896,00;RENAULT TRAFIC L2H2 145 CV 1.6 DCI E6
FC-758-FX;VLC156RE18;04/12/2018;SIR;Serv. Ingén. Routière;197710,00;RENAULT CLIO IV ESS 90CH
FD-293-JX;VUE195RE19;28/01/2019;DOM;Biens remis aux Domaines;306698,00;RENAULT MASTER L2H3 3 PL 2.3 DCI 170 CV E6
FD-364-EM;VUE192RE19;18/01/2019;CEIBAIN;CEI Bain de Bretagne;233528,00;RENAULT MASTER L3H3 3PL 2.3 CI 170 CV E6
FD-425-HM;VUE184RE19;24/01/2019;CEISAVE;CEI Savenay;418881,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3 DCI 170CV E6
FD-440-EM;VUE193RE19;18/01/2019;PSBREF;Réforme PS Brest;199939,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170 CV E6
FD-509-EM;VUE194RE19;18/01/2019;CEITRAM;CEI Tramain;350700,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FD-849-EM;VUE191RE19;18/01/2019;CEIGOUL;CEI Goulaine;220400,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170 CV E6
FD-901-EM;VUE190RE19;18/01/2019;CEIRENN;CEI Rennes;214000,00;RENAULT MASTER L3 H3 3 PL 2.3 DCI 170 CV E6
FD-949-EM;VUE189RE19;18/01/2019;CEIPLOE;CEI Ploërmel;355222,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FE-044-AF;VUE196RE19;21/02/2019;CEISTHE;CEI Saint Thégonnec;348371,00;RENAULT MASTER L2H3 3 PL 2.3 DCI 170 CV E6
FE-052-VR;VUD098RE19;25/03/2019;PSRENNE;Point Service Rennes;20112,00;RENAULT MASTER L3H2 ATELIER 2.3 DCI 170CV E6
FE-116-RA;VUB047CI19;19/03/2019;CEIMAYE;CEI Mayenne;167410,00;CITROEN JUMPY L2H1 HDI 150 cv
FE-188-VR;VUE199RE19;25/03/2019;CEINANT;CEI Nantes;192876,00;RENAULT MASTER L2H2 3 PL 2.3 DCI 170 CV E6
FE-212-AF;VUE197RE19;21/02/2019;CEICHTL;CEI Châteaulin;284843,00;RENAULT MASTER L2H3 3 PL 2.3 DCI 170 CV E6
FE-283-VR;VUE201RE19;25/03/2019;CEICHBO;CEI Châteaubourg;107783,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 PTAC 4.5T
FE-339-VR;VUE200RE19;25/03/2019;CEIPLEU;CEI Pleumeleuc;366265,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6
FE-917-AE;VUE198RE19;21/02/2019;SMT;Service Mobilité Trafic;53450,00;RENAULT MASTER L2H3 3 PL 2.3 DCI 170 CV E6
FG-384-AS;CAD055RE19;09/02/2019;ATTAFFE;EN ATTENTE D'AFFECTATION;133291,00;RENAULT C430 P6X4 K E6 POLYBENNE avec prise de forçe AR moteur
FG-456-NW;VLC158RE19;29/05/2019;CEISTAU;CEI Saint Aubin du Cormier;64270,00;RENAULT CLIO IV ESS 90CH
FG-599-NV;VLC157RE19;29/05/2019;DIS35;District Rennes;8873,00;RENAULT CLIO IV ESS 90CH
FG-712-PB;VLC159RE19;29/05/2019;CEIRENN;CEI Rennes;86897,00;RENAULT CLIO IV ESS 90CH
FG-773-PB;VLC160RE19;29/05/2019;DIS44;District Nantes;48686,00;RENAULT CLIO IV ESS 90CH
FG-813-PB;VLC161RE19;29/05/2019;CEIGOUL;CEI Goulaine;51240,00;RENAULT CLIO IV ESS 90CH
FG-884-PB;VLC162RE19;29/05/2019;MUSE;Mission Usag Strat Exploit;71190,00;RENAULT CLIO IV ESS 90CH
FH-031-AV;VUB049CI19;18/06/2019;CEIPLOE;CEI Ploërmel;297586,00;CITROEN JUMPY L2H1 HDI 150 cv
FH-067-AV;VUB048CI19;18/06/2019;CEISTAU;CEI Saint Aubin du Cormier;298018,00;CITROEN JUMPY L2H1 HDI 150 cv
FH-071-YE;VUE209RE19;18/07/2019;CEICHNE;CEI Châteauneuf du Faou;313877,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-145-YE;VUE208RE19;18/07/2019;CEIBRES;CEI Brest;135970,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-214-YE;VUE207RE19;18/07/2019;CEISAVE;CEI Savenay;117646,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FH-240-PT;VUC019RE19;04/07/2019;CEILOUD;CEI Loudéac;39202,00;RENAULT MASTER BENNE DCI 150CV
FH-314-YD;VUE206RE19;18/07/2019;CEIMELG;CEI Melgven;275922,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-448-YD;VUE205RE19;18/07/2019;CEIHERI;CEI Héric;257985,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6         DISTRIBUTION A CHAINE
FH-527-YD;VUE204RE19;18/07/2019;CEIRENN;CEI Rennes;108107,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 PTAC 4.5T
FH-536-ZT;VUE213RE19;22/07/2019;CEICHBO;CEI Châteaubourg;357725,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-585-ZT;VUE212RE19;22/07/2019;CEIPLOE;CEI Ploërmel;131760,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-672-YD;VUE202RE19;18/07/2019;CEISEGU;CEI La Séguinière;254638,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-789-YD;CAD044RE19;18/07/2019;STVANNE;Section Travaux de Vannes;55250,00;RENAULT PREMIUM C
FH-799-BR;VUB050CI19;19/06/2019;CEIBRES;CEI Brest;151858,00;CITROEN JUMPY L2H1 HDI 150 cv
FH-906-YD;VUE211RE19;18/07/2019;CEITRAM;CEI Tramain;318087,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FH-990-YD;VUE210RE19;18/07/2019;CEIVANN;CEI Vannes;160320,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FJ-017-VG;VLA091RE19;30/08/2019;CEICHBO;CEI Châteaubourg;64976,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-029-VE;VLA087RE19;30/08/2019;CEIHERI;CEI Héric;88288,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-039-VF;VLC169RE19;30/08/2019;CIGT35;CIGT de Rennes;35916,00;RENAULT CLIO IV ESS 90CH
FJ-096-VH;VLC166RE19;30/08/2019;CEISTHE;CEI Saint Thégonnec;126535,00;RENAULT CLIO IV ESS 90CH
FJ-145-VG;VLA090RE19;30/08/2019;SIR;Serv. Ingén. Routière;81700,00;RENAULT KANGOO 1.5 DCI 90CV
FJ-237-VG;VLA094RE19;30/08/2019;CEINANT;CEI Nantes;48677,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-261-VE;VLC165RE19;30/08/2019;CEIROST;CEI Rostrenen;110004,00;RENAULT CLIO IV ESS 90CH
FJ-398-VF;VLC174RE19;30/08/2019;DIS29;District Brest;83098,00;RENAULT CLIO IV ESS 90CH
FJ-579-VG;VLC171RE19;30/08/2019;CEILOUD;CEI Loudéac;73868,00;RENAULT CLIO IV ESS 90CH
FJ-581-FL;VLC164RE19;31/07/2019;CEIPERR;CEI Le Perray;67482,00;RENAULT CLIO IV ESS 90CH
FJ-611-FL;VLC163RE19;31/07/2019;CEIPLES;CEI Pleslin Trigavou;79209,00;RENAULT CLIO IV ESS 90CH
FJ-634-VD;VLA093RE19;30/08/2019;CEIROST;CEI Rostrenen;219500,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-678-VG;VLC172RE19;30/08/2019;DIS56;District Vannes;99400,00;RENAULT CLIO IV ESS 90CH
FJ-736-VD;VLA092RE19;30/08/2019;CEIPLOE;CEI Ploërmel;70878,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-800-VG;VLC170RE19;30/08/2019;CEICHNE;CEI Châteauneuf du Faou;79322,00;RENAULT CLIO IV ESS 90CH
FJ-845-VF;VLC168RE19;30/08/2019;SG;Secrétariat Général;46877,00;RENAULT CLIO IV ESS 90CH
FJ-862-VD;VLA089RE19;30/08/2019;SIR;Serv. Ingén. Routière;105000,00;RENAULT KANGOO 1.5 DCI 90CV
FJ-949-VD;VLA088RE19;30/08/2019;CEIVANN;CEI Vannes;61648,00;RENAULT KANGOO 1.5 DCI 110CV
FJ-954-VG;VLC167RE19;30/08/2019;CIGT44;CIGT de Nantes;24522,00;RENAULT CLIO IV ESS 90CH
FK-004-CS;VLA096RE19;16/09/2019;CEICHTL;CEI Châteaulin;53596,00;RENAULT KANGOO 1.5 DCI 110CV
FK-051-TL;CAA023IV19;10/10/2019;CEIBRES;CEI Brest;29965,00;IVECO DAILY 50C18 BENNE 3L DCI180CV E6
FK-060-CS;VUE203RE19;16/09/2019;CEIVANN;CEI Vannes;250341,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FK-112-CS;VLA095RE19;16/09/2019;CEILOUD;CEI Loudéac;88349,00;RENAULT KANGOO 1.5 DCI 90CV
FK-249-CS;VLC173RE19;16/09/2019;SIROA;Serv. Ingén. Rout. & Ouvr. Art;90707,00;RENAULT CLIO IV ESS 90CH
FK-390-ZN;VLC176RE19;21/10/2019;CIGT56;CIGT de Vannes;117277,00;RENAULT CLIO IV ESS 90CH
FK-482-ZN;CAA024IV19;21/10/2019;DOM;Biens remis aux Domaines;12080,00;IVECO DAILY 70C18 DC BENNE 3L DCI180CV E6
FK-550-ZN;VLC177RE19;21/10/2019;DIS44;District Nantes;66653,00;RENAULT CLIO IV ESS 90CH
FK-831-ZN;VLC175RE19;21/10/2019;CIGT44;CIGT de Nantes;81262,00;RENAULT CLIO IV ESS 90CH
FL-249-WH;VUE214FI19;27/11/2019;CEIGUIN;CEI Guingamp;91642,00;FIAT DUCATO 180 CV E6 L3 CAISSE TIB
FL-546-BJ;VLC178RE19;24/10/2019;CIGT22;CIGT de St Brieuc;50419,00;RENAULT CLIO IV ESS 90CH
FM-659-BZ;VUB051RE19;04/12/2019;CEILORI;CEI Lorient;86296,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-002-AE;VUD099RE20;14/01/2020;PSBREST;Point Service Brest;29371,00;RENAULT MASTER L3H2 150 CV EURO6
FN-007-TG;VUE219RE20;17/02/2020;CEIBAIN;CEI Bain de Bretagne;221560,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-023-WD;VUE220RE20;19/02/2020;CEIBRES;CEI Brest;228360,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-074-TG;VUB053RE20;17/02/2020;PARME;Pôle Admi Rés Maint Equip;23370,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6 BLANC
FN-119-TG;VUD054RE20;17/02/2020;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-119-TG;VUB054RE20;17/02/2020;DIS44;District Nantes;96473,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-141-ZG;VUE222RE20;25/02/2020;CEIROST;CEI Rostrenen;62038,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FN-157-RX;VUE217RE20;13/02/2020;TR3DS53;Transfert 3ds CD53;247717,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 BVR
FN-349-ZZ;VUE227RE20;26/02/2020;CEIRENN;CEI Rennes;224853,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-393-GE;VUE215RE20;27/01/2020;CEINANT;CEI Nantes;87123,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-531-WR;CAA026IV20;20/02/2020;CEICHNE;CEI Châteauneuf du Faou;31544,00;IVECO DAILY 50C18 BENNE JPM 3L DCI180CV E6
FN-543-KN;VUE216RE20;31/01/2020;CEINANT;CEI Nantes;109160,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-559-WJ;CAA027IV20;19/02/2020;CEIPERR;CEI Le Perray;25761,00;IVECO DAILY 50C18 BENNE JPM 3L DCI180CV E6
FN-565-KN;VLA099RE20;31/01/2020;PSBREST;Point Service Brest;54250,00;RENAULT KANGOO 1.5 DCI 90CV BLANCHE
FN-591-ZB;VUE226RE20;25/02/2020;CEITRAM;CEI Tramain;118900,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FN-610-KN;VLA098RE20;31/01/2020;SIR;Serv. Ingén. Routière;85000,00;RENAULT KANGOO 1.5 DCI 90CV BLANCHE
FN-619-BV;VLA097RE20;27/01/2020;SIR;Serv. Ingén. Routière;84733,00;RENAULT KANGOO 1.5 DCI 90CV BLANCHE
FN-625-TH;VUB055RE20;17/02/2020;CEIVANN;CEI Vannes;96857,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-659-YG;VUE225RE20;24/02/2020;CEILOUD;CEI Loudéac;57743,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FN-665-WR;VUB056RE20;20/02/2020;DIS56;District Vannes;74400,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-693-YG;VUE224RE20;24/02/2020;CEIPLES;CEI Pleslin Trigavou;97080,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FN-751-YG;VUE223RE20;24/02/2020;CEIGOUL;CEI Goulaine;122995,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-854-AD;VUB052RE20;14/01/2020;CEICHBO;CEI Châteaubourg;169250,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
FN-857-PE;CAA025IV20;07/02/2020;CEIROST;CEI Rostrenen;23800,00;IVECO DAILY 50C18 BENNE 3L DCI180CV E6
FN-885-TF;VUE221RE20;17/02/2020;PSRREF;Réforme PS Rennes;92800,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FN-942-TF;VUE218RE20;17/02/2020;CEIGOUL;CEI Goulaine;92078,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FP-134-ZX;VUA079RE20;26/05/2020;CEIPLEU;CEI Pleumeleuc;120495,00;RENAULT KANGOO II 1.5 DCI
FP-403-EW;VUE228RE20;04/03/2020;CEISTHE;CEI Saint Thégonnec;70951,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 4.5T
FR-442-NP;VLC179RE20;22/07/2020;DIS29;District Brest;43623,00;RENAULT CLIO V ESS 90CH
FR-602-NP;CAA028IV20;22/07/2020;CEIMAYE;CEI Mayenne;35326,00;IVECO DAILY 70C18 DC BENNE
FS-375-YK;VLC187RE20;25/09/2020;DIS22;District Saint Brieuc;34389,00;RENAULT CLIO ZEN ESSENCE
FS-467-YK;VLC182RE20;25/09/2020;SIROA;Serv. Ingén. Rout. & Ouvr. Art;68173,00;RENAULT CLIO ZEN ESSENCE
FS-528-YK;VLC183RE20;25/09/2020;SIR;Serv. Ingén. Routière;53875,00;RENAULT CLIO ZEN ESSENCE
FS-618-YK;VLC184RE20;25/09/2020;CIGT35;CIGT de Rennes;63167,00;RENAULT CLIO ZEN ESSENCE
FS-665-YK;VLC180RE20;25/09/2020;SIROA;Serv. Ingén. Rout. & Ouvr. Art;72078,00;Renault CLIO ZEN ESSENCE
FS-717-YK;VLC181RE20;25/09/2020;SIROA;Serv. Ingén. Rout. & Ouvr. Art;55551,00;RENAULT CLIO ZEN ESSENCE
FS-860-YP;VLC185RE20;25/09/2020;CIGT56;CIGT de Vannes;50850,00;RENAULT CLIO ZEN ESSENCE
FS-990-YP;VLC186RE20;25/09/2020;PCIR;Pôle Circul. & Info. Routière;40500,00;RENAULT CLIO ZEN ESSENCE
FT-029-PR;VUB057RE20;22/10/2020;CEIMELG;CEI Melgven;91419,00;RENAULT TRAFIC L2H2 2.0 DCI
FT-036-NS;VUB059RE20;21/10/2020;CEISTHE;CEI Saint Thégonnec;73323,00;RENAULT TRAFIC L2H2 2.0 DCI
FT-082-NS;VLC192RE20;21/10/2020;CEIPLOE;CEI Ploërmel;74900,00;RENAULT CLIO ZEN ESSENCE
FT-135-NS;VUB061RE20;21/10/2020;SEM;Service Entretien Modernisatio;62883,00;RENAULT TRAFIC L1H2 2.0 DCI 145 CV E6
FT-161-PR;VUE233RE20;22/10/2020;CEIPLES;CEI Pleslin Trigavou;218701,00;RENAULT MASTER
FT-189-NS;VUB060RE20;21/10/2020;CEIHERI;CEI Héric;63781,00;RENAULT TRAFIC L2H2 2.0 DCI
FT-390-WD;VUB064RE20;30/10/2020;CEIMAYE;CEI Mayenne;110000,00;RENAULT TRAFIC 2.0 DCI 145CV E6
FT-425-ER;VLC191RE20;06/10/2020;CEIBAIN;CEI Bain de Bretagne;54256,00;RENAULT CLIO ZEN ESSENCE
FT-489-BF;VLC188DA20;29/09/2020;SIR;Serv. Ingén. Routière;70471,00;DACIA DUSTER ESSENCE 130cv
FT-522-WD;VUB063RE20;30/10/2020;SEM;Service Entretien Modernisatio;160366,00;RENAULT TRAFIC L1H2 2.0 DCI 145 CV E6
FT-539-ER;VLC189RE20;06/10/2020;CEILORI;CEI Lorient;60228,00;RENAULT CLIO ZEN ESSENCE
FT-649-ER;VLC190RE20;06/10/2020;CEIVANN;CEI Vannes;52116,00;RENAULT CLIO ZEN ESSENCE
FT-751-NR;VUE231RE20;21/10/2020;CEIGOUL;CEI Goulaine;187870,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6
FT-856-NR;VUE232RE20;21/10/2020;CEICHNE;CEI Châteauneuf du Faou;120493,00;RENAULT MASTER L2H2 3 PL 2.3 DCI 170 CV E6
FT-895-PQ;VUB058RE20;22/10/2020;CEIGOUL;CEI Goulaine;166974,00;RENAULT TRAFIC L2H2 2.0 DCI
FT-942-NR;VUB062RE20;21/10/2020;CEICHNE;CEI Châteauneuf du Faou;87284,00;RENAULT TRAFIC 2.0 DCI 145CV E6
FT-986-NR;VUE230RE20;21/10/2020;CEINANT;CEI Nantes;195781,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6
FV-032-DY;VUA080RE20;18/11/2020;CEIGUIN;CEI Guingamp;176807,00;RENAULT KANGOO II 1.5 DCI
FV-056-DY;VUB065RE20;18/11/2020;CEIMELG;CEI Melgven;81100,00;RENAULT TRAFIC 2.0 DCI 145CV E6 L2H2
FV-183-HZ;VUE234RE20;25/11/2020;CEILOCM;CEI Locminé;205320,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6
FV-227-RK;VUE236RE20;09/12/2020;CEICHBO;CEI Châteaubourg;85796,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6
FV-848-SZ;VLA100RE20;11/12/2020;DIS22;District Saint Brieuc;50900,00;RENAULT KANGOO 1.5 DCI 110CV BLANCHE
FW-108-RV;VLA102RE21;25/01/2021;CEISTAU;CEI Saint Aubin du Cormier;97600,00;RENAULT KANGOO 1.5 DCI 115CV E6 ORANGE
FW-199-HD;VLA101RE21;31/12/2020;CEIRENN;CEI Rennes;54863,00;RENAULT KANGOO 1.5 DCI 110CV E6 ORANGE
FW-227-HD;VUC020RE21;06/01/2020;CEIMELG;CEI Melgven;32542,00;RENAULT MASTER E6 150cv BENNE CABRETA Carrossée KOLLE
FX-525-TQ;VUC021RE21;12/03/2021;CEIGOUL;CEI Goulaine;1,00;RENAULT MASTER  DCI E6 150CV BENNE CABRETA N° 138294/1
FX-632-FF;VLD016CI21;18/02/2021;SG;Secrétariat Général;34039,00;CITROEN SPACE TOURER 8 PL BLANC
FY-079-CP;VUC025RE21;25/03/2021;CEISAVE;CEI Savenay;42198,00;RENAULT MASTER DCI E6 150CV BENNE CABRETA N° 138292/1
FY-093-AP;VUC023RE21;23/03/2021;CEIRENN;CEI Rennes;47757,00;RENAULT MASTER DCI E6 150CV BENNE CABRETA N° 138294/2
FY-192-AM;CAA029IV21;23/03/2021;CEIBAIN;CEI Bain de Bretagne;32493,00;IVECO DAILY 50C18 BENNE 3L DCI180CV E6
FY-221-AQ;CAA030IV21;23/03/2021;CEILOCM;CEI Locminé;33348,00;IVECO DAILY 70C18 BENNE 3L DCI180CV E6 AVEC GRUE
FY-460-AM;VUC022RE21;23/03/2021;CEIHERI;CEI Héric;59824,00;RENAULT MASTER DCI E6 150CV BENNE CABRETA N°138294/3
FY-920-CN;VUC024RE21;25/03/2021;CEIBRES;CEI Brest;17151,00;RENAULT MASTER E6 150cv BENNE CABRETA Carrossée KOLLE
FZ-139-DZ;VUE229FI21;11/05/2021;CEILOCM;CEI Locminé;45500,00;FIAT DUCATO 180 CV E6 L3 CAISSE TIB
FZ-358-YX;VUB066RE21;14/06/2021;CEICHTL;CEI Châteaulin;48918,00;RENAULT TRAFIC 2.0 DCI 145CV E6 L2H2
GA-188-AA;VLE002RE21;15/06/2021;SIROA;Serv. Ingén. Rout. & Ouvr. Art;7558,00;RENAULT ZOE ELECTRIQUE ZEN 110 CV
GA-192-AA;VLE001RE21;15/06/2021;DIRECT;DIRECTION;24776,00;RENAULT ZOE ELECTRIQUE ZEN 110 CV
